smiles,mw,logp,hbd,hba,rotatable_bonds,tpsa,n_rings,aromatic_rings,heavy_atoms,fraction_csp3,chiral_centers,lipinski_pass,ghose_pass,veber_pass,qed_score,n_violations,pains,brenk,mutagenic_alert,synthetic_accessibility,bioavailability_score,pampa_permeability,cyp_inhibition_risk,pgp_substrate_prob
NC(=O)c1ccc[n+]([C@@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@@H]3O[C@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,663.4300000000004,-3.6478999999999964,7,18,11,321.0900000000001,5,3,44,0.47619047619047616,10,False,False,False,0.07677735716227187,3,False,True,0,10,0.0,0.1660229295332176,,0.5
